audio,text,ruby_text
VOICEACTRESS100_133.wav,不活発な子供は、空想の世界に閉じこもる傾向がずっと高い。,<ruby>不<rt>ふ</rt></ruby><ruby>活発<rt>かっぱつ</rt></ruby>な<ruby>子供<rt>こども</rt></ruby>は、<ruby>空想<rt>くーそー</rt></ruby>の<ruby>世界<rt>せかい</rt></ruby>に<ruby>閉じこもる<rt>とじこもる</rt></ruby><ruby>傾向<rt>けーこー</rt></ruby>がずっと<ruby>高い<rt>たかい</rt></ruby>。
VOICEACTRESS100_134.wav,５ヶ月分のピル下さい、と言って、分かりましたといわれた。,５<ruby>ヶ月<rt>かげつ</rt></ruby><ruby>分<rt>ぶん</rt></ruby>のピル<ruby>下さい<rt>ください</rt></ruby>、と<ruby>言っ<rt>いっ</rt></ruby>て、<ruby>分かり<rt>わかり</rt></ruby>ましたといわれた。
VOICEACTRESS100_135.wav,月日がどんどん過ぎていったが、彼の消息は、何も聞こえてこなかった。,<ruby>月日<rt>つきひ</rt></ruby>がどんどん<ruby>過ぎ<rt>すぎ</rt></ruby>ていったが、<ruby>彼<rt>かれ</rt></ruby>の<ruby>消息<rt>しょーそく</rt></ruby>は、<ruby>何<rt>なん</rt></ruby>も<ruby>聞こえ<rt>きこえ</rt></ruby>てこなかった。
VOICEACTRESS100_136.wav,ちなみに、それはこの話の、後日談にする予定です。,ちなみに、それはこの<ruby>話<rt>はなし</rt></ruby>の、<ruby>後日<rt>ごじつ</rt></ruby><ruby>談<rt>だん</rt></ruby>にする<ruby>予定<rt>よてー</rt></ruby>です。
VOICEACTRESS100_137.wav,登場人物が、うまく割り振られていた。,<ruby>登場<rt>とーじょー</rt></ruby><ruby>人物<rt>じんぶつ</rt></ruby>が、うまく<ruby>割り振ら<rt>わりふら</rt></ruby>れていた。
VOICEACTRESS100_138.wav,一致団結して、何か新しいことをやろうじゃないか。,<ruby>一致<rt>いっち</rt></ruby><ruby>団結<rt>だんけつ</rt></ruby>して、<ruby>何<rt>なん</rt></ruby>か<ruby>新しい<rt>あたらしー</rt></ruby>ことをやろうじゃないか。
VOICEACTRESS100_139.wav,恐縮ですが、２月２７日の約束を、キャンセルさせてください。,<ruby>恐縮<rt>きょーしゅく</rt></ruby>ですが、２<ruby>月<rt>がつ</rt></ruby>２７<ruby>日<rt>か</rt></ruby>の<ruby>約束<rt>やくそく</rt></ruby>を、キャンセルさせてください。
VOICEACTRESS100_140.wav,お元気でお過ごしのことと思います。,お<ruby>元気<rt>げんき</rt></ruby>でお<ruby>過ごし<rt>すごし</rt></ruby>のことと<ruby>思い<rt>おもい</rt></ruby>ます。
VOICEACTRESS100_141.wav,雷が、今にも落ちそうな激しい音で、ごろごろと鳴った。,<ruby>雷<rt>かみなり</rt></ruby>が、<ruby>今<rt>いま</rt></ruby>にも<ruby>落ち<rt>おち</rt></ruby>そうな<ruby>激しい<rt>はげしー</rt></ruby><ruby>音<rt>おと</rt></ruby>で、ごろごろと<ruby>鳴っ<rt>なっ</rt></ruby>た。
VOICEACTRESS100_142.wav,お兄さんを呼吸させるために、医者にその機械を使ってもらいたいと思いますか。,お<ruby>兄<rt>あに</rt></ruby>さんを<ruby>呼吸<rt>こきゅー</rt></ruby>させるために、<ruby>医者<rt>いしゃ</rt></ruby>にその<ruby>機械<rt>きかい</rt></ruby>を<ruby>使っ<rt>つかっ</rt></ruby>てもらいたいと<ruby>思い<rt>おもい</rt></ruby>ますか。
VOICEACTRESS100_143.wav,間もなく風呂は、彼が入れるほどぬるくなりました。,<ruby>間<rt>ま</rt></ruby>もなく<ruby>風呂<rt>ふろ</rt></ruby>は、<ruby>彼<rt>かれ</rt></ruby>が<ruby>入れる<rt>いれる</rt></ruby>ほどぬるくなりました。
VOICEACTRESS100_144.wav,月旅行なんて、かつては途方もないことと考えられた。,<ruby>月<rt>がつ</rt></ruby><ruby>旅行<rt>りょこー</rt></ruby>なんて、かつては<ruby>途方<rt>とほー</rt></ruby>もないことと<ruby>考え<rt>かんがえ</rt></ruby>られた。
VOICEACTRESS100_145.wav,５マイルは、ピクニックに適した距離だ。,５マイルは、ピクニックに<ruby>適し<rt>てきし</rt></ruby>た<ruby>距離<rt>きょり</rt></ruby>だ。
VOICEACTRESS100_146.wav,雷に驚いた京子が、俺にしがみついてきた。,<ruby>雷<rt>かみなり</rt></ruby>に<ruby>驚い<rt>おどろい</rt></ruby>た<ruby>京子<rt>きょーこ</rt></ruby>が、<ruby>俺<rt>おれ</rt></ruby>にしがみついてきた。
VOICEACTRESS100_147.wav,狼が犬に似ているように、おべっか使いは友達のように見える。,<ruby>狼<rt>おーかみ</rt></ruby>が<ruby>犬<rt>いぬ</rt></ruby>に<ruby>似<rt>に</rt></ruby>ているように、おべっか<ruby>使い<rt>つかい</rt></ruby>は<ruby>友達<rt>ともだち</rt></ruby>のように<ruby>見える<rt>みえる</rt></ruby>。
VOICEACTRESS100_148.wav,５ドルぐらいしか持ち合わせがない。,５ドルぐらいしか<ruby>持ち合わせ<rt>もちあわせ</rt></ruby>がない。
VOICEACTRESS100_149.wav,番号を奇麗さっぱり忘れてしまった。,<ruby>番号<rt>ばんごー</rt></ruby>を<ruby>奇麗<rt>きれー</rt></ruby>さっぱり<ruby>忘れ<rt>わすれ</rt></ruby>てしまった。
VOICEACTRESS100_150.wav,顕微鏡と望遠鏡の違いが、わかりますか。,<ruby>顕微<rt>けんび</rt></ruby><ruby>鏡<rt>きょー</rt></ruby>と<ruby>望遠<rt>ぼーえん</rt></ruby><ruby>鏡<rt>きょー</rt></ruby>の<ruby>違い<rt>ちがい</rt></ruby>が、わかりますか。
VOICEACTRESS100_151.wav,南アフリカ政府は、もはや黒人に平等の公民権を求める運動を、抑制できない。,<ruby>南アフリカ<rt>みなみあふりか</rt></ruby><ruby>政府<rt>せーふ</rt></ruby>は、もはや<ruby>黒人<rt>こくじん</rt></ruby>に<ruby>平等<rt>びょーどー</rt></ruby>の<ruby>公民<rt>こーみん</rt></ruby><ruby>権<rt>けん</rt></ruby>を<ruby>求める<rt>もとめる</rt></ruby><ruby>運動<rt>うんどー</rt></ruby>を、<ruby>抑制<rt>よくせー</rt></ruby>できない。
VOICEACTRESS100_152.wav,シカゴ行きの便を、予約したいのですが。,シカゴ<ruby>行き<rt>いき</rt></ruby>の<ruby>便<rt>びん</rt></ruby>を、<ruby>予約<rt>よやく</rt></ruby>したいのですが。
VOICEACTRESS100_153.wav,貧しいからというだけで、人を軽蔑するべきではない。,<ruby>貧しい<rt>まずしー</rt></ruby>からというだけで、<ruby>人<rt>ひと</rt></ruby>を<ruby>軽蔑<rt>けーべつ</rt></ruby>するべきではない。
VOICEACTRESS100_154.wav,再開発によって、地域に便益が生ずる。,<ruby>再<rt>さい</rt></ruby><ruby>開発<rt>かいはつ</rt></ruby>によって、<ruby>地域<rt>ちいき</rt></ruby>に<ruby>便益<rt>べんえき</rt></ruby>が<ruby>生ずる<rt>しょーずる</rt></ruby>。
VOICEACTRESS100_155.wav,到着する前に、映画が始まってしまうんでしょうね。,<ruby>到着<rt>とーちゃく</rt></ruby>する<ruby>前<rt>まえ</rt></ruby>に、<ruby>映画<rt>えーが</rt></ruby>が<ruby>始まっ<rt>はじまっ</rt></ruby>てしまうんでしょうね。
VOICEACTRESS100_156.wav,悪ふざけをすると、女の子に嫌われるよ。,<ruby>悪ふざけ<rt>わるふざけ</rt></ruby>をすると、<ruby>女の子<rt>おんなのこ</rt></ruby>に<ruby>嫌わ<rt>きらわ</rt></ruby>れるよ。
VOICEACTRESS100_157.wav,３番目に考慮すべき事柄は、カーペットの時代性である。,３<ruby>番<rt>ばん</rt></ruby><ruby>目<rt>め</rt></ruby>に<ruby>考慮<rt>こーりょ</rt></ruby>すべき<ruby>事柄<rt>ことがら</rt></ruby>は、カーペットの<ruby>時代<rt>じだい</rt></ruby><ruby>性<rt>せー</rt></ruby>である。
VOICEACTRESS100_158.wav,漁師は、釣り上げた魚の大きさを、おおげさにいった。,<ruby>漁師<rt>りょーし</rt></ruby>は、<ruby>釣り上げ<rt>つりあげ</rt></ruby>た<ruby>魚<rt>さかな</rt></ruby>の<ruby>大き<rt>おーき</rt></ruby>さを、おおげさにいった。
VOICEACTRESS100_159.wav,旅客は、歩道橋を使って、路線を渡ってください。,<ruby>旅客<rt>りょかく</rt></ruby>は、<ruby>歩道<rt>ほどー</rt></ruby><ruby>橋<rt>きょー</rt></ruby>を<ruby>使っ<rt>つかっ</rt></ruby>て、<ruby>路線<rt>ろせん</rt></ruby>を<ruby>渡っ<rt>わたっ</rt></ruby>てください。
VOICEACTRESS100_160.wav,悪は行うに易しくて、その形体も無限である。,<ruby>悪<rt>あく</rt></ruby>は<ruby>行う<rt>おこなう</rt></ruby>に<ruby>易しく<rt>やさしく</rt></ruby>て、その<ruby>形体<rt>けーたい</rt></ruby>も<ruby>無限<rt>むげん</rt></ruby>である。
VOICEACTRESS100_161.wav,銃を掃除していたら、突然暴発してしまった。,<ruby>銃<rt>じゅー</rt></ruby>を<ruby>掃除<rt>そーじ</rt></ruby>していたら、<ruby>突然<rt>とつぜん</rt></ruby><ruby>暴発<rt>ぼーはつ</rt></ruby>してしまった。
VOICEACTRESS100_162.wav,民主主義では、国民は、直接政府の役人を選ぶ。,<ruby>民主<rt>みんしゅ</rt></ruby><ruby>主義<rt>しゅぎ</rt></ruby>では、<ruby>国民<rt>こくみん</rt></ruby>は、<ruby>直接<rt>ちょくせつ</rt></ruby><ruby>政府<rt>せーふ</rt></ruby>の<ruby>役人<rt>やくにん</rt></ruby>を<ruby>選ぶ<rt>えらぶ</rt></ruby>。
VOICEACTRESS100_163.wav,悪い道路をガクンガクンと走って行く自動車。,<ruby>悪い<rt>わるい</rt></ruby><ruby>道路<rt>どーろ</rt></ruby>をガクンガクンと<ruby>走っ<rt>はしっ</rt></ruby>て<ruby>行く<rt>いく</rt></ruby><ruby>自動<rt>じどー</rt></ruby><ruby>車<rt>しゃ</rt></ruby>。
VOICEACTRESS100_164.wav,農民たちは、よいリンゴと、不良品を選別する。,<ruby>農民<rt>のーみん</rt></ruby>たちは、よいリンゴと、<ruby>不良<rt>ふりょー</rt></ruby><ruby>品<rt>ひん</rt></ruby>を<ruby>選別<rt>せんべつ</rt></ruby>する。
VOICEACTRESS100_165.wav,音読は、彼にとってたいへん骨の折れる仕事であった。,<ruby>音読<rt>おんどく</rt></ruby>は、<ruby>彼<rt>かれ</rt></ruby>にとってたいへん<ruby>骨<rt>ほね</rt></ruby>の<ruby>折れる<rt>おれる</rt></ruby><ruby>仕事<rt>しごと</rt></ruby>であった。
VOICEACTRESS100_166.wav,悪かったけれども、あの程度ならまだましだった。,<ruby>悪かっ<rt>わるかっ</rt></ruby>たけれども、あの<ruby>程度<rt>てーど</rt></ruby>ならまだましだった。
VOICEACTRESS100_167.wav,バクスゲン社の研究所で、新薬の試験が行われた。,バクスゲン<ruby>社<rt>しゃ</rt></ruby>の<ruby>研究<rt>けんきゅー</rt></ruby><ruby>所<rt>しょ</rt></ruby>で、<ruby>新薬<rt>しんやく</rt></ruby>の<ruby>試験<rt>しけん</rt></ruby>が<ruby>行わ<rt>おこなわ</rt></ruby>れた。
VOICEACTRESS100_168.wav,貴方任せにしないで、自分で責任をもってやってください。,<ruby>貴方任せ<rt>あなたまかせ</rt></ruby>にしないで、<ruby>自分<rt>じぶん</rt></ruby>で<ruby>責任<rt>せきにん</rt></ruby>をもってやってください。
VOICEACTRESS100_169.wav,バイキングのほうが、コロンブスより先に、アメリカを発見したと言われている。,バイキングのほうが、コロンブスより<ruby>先<rt>さき</rt></ruby>に、アメリカを<ruby>発見<rt>はっけん</rt></ruby>したと<ruby>言わ<rt>いわ</rt></ruby>れている。
VOICEACTRESS100_170.wav,急を要することだから、急いでください。,<ruby>急<rt>きゅー</rt></ruby>を<ruby>要する<rt>よーする</rt></ruby>ことだから、<ruby>急い<rt>いそい</rt></ruby>でください。
VOICEACTRESS100_171.wav,バターは、１ポンドいくらで売られる。,バターは、１ポンドいくらで<ruby>売ら<rt>うら</rt></ruby>れる。
VOICEACTRESS100_172.wav,バスの便がなかったので、私たちは、駅までずっと歩かなければならなかった。,バスの<ruby>便<rt>びん</rt></ruby>がなかったので、<ruby>私<rt>わたくし</rt></ruby>たちは、<ruby>駅<rt>えき</rt></ruby>までずっと<ruby>歩か<rt>あるか</rt></ruby>なければならなかった。
VOICEACTRESS100_173.wav,ぐっすり眠った後は、ずっと気分がよい。,ぐっすり<ruby>眠っ<rt>ねむっ</rt></ruby>た<ruby>後<rt>あと</rt></ruby>は、ずっと<ruby>気分<rt>きぶん</rt></ruby>がよい。
VOICEACTRESS100_174.wav,飢え死にするくらいなら、溺れ死んだほうがましだ。,<ruby>飢え死に<rt>うえじに</rt></ruby>するくらいなら、<ruby>溺れ死ん<rt>おぼれしん</rt></ruby>だほうがましだ。
VOICEACTRESS100_175.wav,バケツに水を１杯くんで持って来なさい。,バケツに<ruby>水<rt>みず</rt></ruby>を１<ruby>杯<rt>ばい</rt></ruby>くんで<ruby>持っ<rt>もっ</rt></ruby>て<ruby>来<rt>き</rt></ruby>なさい。
VOICEACTRESS100_176.wav,バグだか何だか分かんないけど、このソフトはちゃんと動かない。,バグだか<ruby>何<rt>なん</rt></ruby>だか<ruby>分かん<rt>わかん</rt></ruby>ないけど、このソフトはちゃんと<ruby>動か<rt>うごか</rt></ruby>ない。
VOICEACTRESS100_177.wav,違いがいろいろあるにも関わらず、ジョーンとアンは、友達同士でいる。,<ruby>違い<rt>ちがい</rt></ruby>がいろいろあるにも<ruby>関わら<rt>かかわら</rt></ruby>ず、ジョーンとアンは、<ruby>友達<rt>ともだち</rt></ruby><ruby>同士<rt>どーし</rt></ruby>でいる。
VOICEACTRESS100_178.wav,ぐずぐずしていたために、高いホテルに一晩、泊まらざるをえなくなった。,ぐずぐずしていたために、<ruby>高い<rt>たかい</rt></ruby>ホテルに<ruby>一<rt>いち</rt></ruby><ruby>晩<rt>ばん</rt></ruby>、<ruby>泊まら<rt>とまら</rt></ruby>ざるをえなくなった。
VOICEACTRESS100_179.wav,葬式には、黒い服を着ていくのが習慣です。,<ruby>葬式<rt>そーしき</rt></ruby>には、<ruby>黒い<rt>くろい</rt></ruby><ruby>服<rt>ふく</rt></ruby>を<ruby>着<rt>き</rt></ruby>ていくのが<ruby>習慣<rt>しゅーかん</rt></ruby>です。
VOICEACTRESS100_180.wav,ぐあいが悪かったけど、仕事に行った。,ぐあいが<ruby>悪かっ<rt>わるかっ</rt></ruby>たけど、<ruby>仕事<rt>しごと</rt></ruby>に<ruby>行っ<rt>いっ</rt></ruby>た。
VOICEACTRESS100_181.wav,代議民主制は、１つの政治形態である。,<ruby>代議<rt>だいぎ</rt></ruby><ruby>民主<rt>みんしゅ</rt></ruby><ruby>制<rt>せー</rt></ruby>は、１つの<ruby>政治<rt>せーじ</rt></ruby><ruby>形態<rt>けーたい</rt></ruby>である。
VOICEACTRESS100_182.wav,鎧をつけている人は、転ぶと、大きな音がする。,<ruby>鎧<rt>よろい</rt></ruby>をつけている<ruby>人<rt>ひと</rt></ruby>は、<ruby>転ぶ<rt>ころぶ</rt></ruby>と、<ruby>大きな<rt>おーきな</rt></ruby><ruby>音<rt>おと</rt></ruby>がする。
VOICEACTRESS100_183.wav,栽培に適した土壌を得るには、耕さなければならない。,<ruby>栽培<rt>さいばい</rt></ruby>に<ruby>適し<rt>てきし</rt></ruby>た<ruby>土壌<rt>どじょー</rt></ruby>を<ruby>得る<rt>うる</rt></ruby>には、<ruby>耕さ<rt>たがやさ</rt></ruby>なければならない。
VOICEACTRESS100_184.wav,数分間、お時間を割いていただけますか。,<ruby>数<rt>すー</rt></ruby><ruby>分間<rt>ふんかん</rt></ruby>、お<ruby>時間<rt>じかん</rt></ruby>を<ruby>割い<rt>さい</rt></ruby>ていただけますか。
VOICEACTRESS100_185.wav,現金払いには、１０パーセント割引いたします。,<ruby>現金<rt>げんきん</rt></ruby><ruby>払い<rt>はらい</rt></ruby>には、１０パーセント<ruby>割引<rt>わりびき</rt></ruby>いたします。
VOICEACTRESS100_186.wav,メロスは、決してうそつきではない。,メロスは、<ruby>決して<rt>けっして</rt></ruby>うそつきではない。
VOICEACTRESS100_187.wav,見しらぬ人が近寄ってきて、私に時刻を尋ねた。,<ruby>見しら<rt>みしら</rt></ruby>ぬ<ruby>人<rt>ひと</rt></ruby>が<ruby>近寄っ<rt>ちかよっ</rt></ruby>てきて、<ruby>私<rt>わたくし</rt></ruby>に<ruby>時刻<rt>じこく</rt></ruby>を<ruby>尋ね<rt>たずね</rt></ruby>た。
VOICEACTRESS100_188.wav,メリーのにこやかな顔は、彼女の幸せを表していた。,メリーのにこやかな<ruby>顔<rt>かお</rt></ruby>は、<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>幸せ<rt>しあわせ</rt></ruby>を<ruby>表し<rt>あらわし</rt></ruby>ていた。
VOICEACTRESS100_189.wav,見た目には優しそうだけど、彼って皆から、外柔内剛の、結構なタフネゴシエータと言われているよ。,<ruby>見<rt>み</rt></ruby>た<ruby>目<rt>め</rt></ruby>には<ruby>優し<rt>やさし</rt></ruby>そうだけど、<ruby>彼<rt>かれ</rt></ruby>って<ruby>皆<rt>みな</rt></ruby>から、<ruby>外柔<rt>がいじゅー</rt></ruby><ruby>内剛<rt>ないごー</rt></ruby>の、<ruby>結構<rt>けっこー</rt></ruby>なタフネゴシエータと<ruby>言わ<rt>いわ</rt></ruby>れているよ。
VOICEACTRESS100_190.wav,メモには、水に浮かぶ練習をさせるように、と、殴り書きされていた。,メモには、<ruby>水<rt>みず</rt></ruby>に<ruby>浮かぶ<rt>うかぶ</rt></ruby><ruby>練習<rt>れんしゅー</rt></ruby>をさせるように、と、<ruby>殴り書き<rt>なぐりがき</rt></ruby>されていた。
VOICEACTRESS100_191.wav,メールであなたとおしゃべりがしたいわ。,メールであなたとおしゃべりがしたいわ。
VOICEACTRESS100_192.wav,知人が増えれば増えるほど、それだけ、会う時間が少なくなる。,<ruby>知人<rt>ちじん</rt></ruby>が<ruby>増えれ<rt>ふえれ</rt></ruby>ば<ruby>増える<rt>ふえる</rt></ruby>ほど、それだけ、<ruby>会う<rt>あう</rt></ruby><ruby>時間<rt>じかん</rt></ruby>が<ruby>少なく<rt>すくなく</rt></ruby>なる。
VOICEACTRESS100_193.wav,ご家族もごいっしょに連れてこられたのですか。,ご<ruby>家族<rt>かぞく</rt></ruby>もごいっしょに<ruby>連れ<rt>つれ</rt></ruby>てこられたのですか。
VOICEACTRESS100_194.wav,書類は、勝手にいじられた形跡があった。,<ruby>書類<rt>しょるい</rt></ruby>は、<ruby>勝手<rt>かって</rt></ruby>にいじられた<ruby>形跡<rt>けーせき</rt></ruby>があった。
VOICEACTRESS100_195.wav,メンバーの誰かが、君に賛成していますか。,メンバーの<ruby>誰<rt>だれ</rt></ruby>かが、<ruby>君<rt>きみ</rt></ruby>に<ruby>賛成<rt>さんせー</rt></ruby>していますか。
VOICEACTRESS100_196.wav,見おろすと、たくさんビルが見えた。,<ruby>見おろす<rt>みおろす</rt></ruby>と、たくさんビルが<ruby>見え<rt>みえ</rt></ruby>た。
VOICEACTRESS100_197.wav,歩こうとすると、ここがズキンとします。,<ruby>歩こう<rt>あるこー</rt></ruby>とすると、ここがズキンとします。
VOICEACTRESS100_198.wav,知事は、新しい橋のテープカットをした。,<ruby>知事<rt>ちじ</rt></ruby>は、<ruby>新しい<rt>あたらしー</rt></ruby><ruby>橋<rt>はし</rt></ruby>のテープカットをした。
VOICEACTRESS100_199.wav,メニューを見せていただけませんか。,メニューを<ruby>見せ<rt>みせ</rt></ruby>ていただけませんか。
VOICEACTRESS100_200.wav,メディアが憎悪の痕跡を安売りする。,メディアが<ruby>憎悪<rt>ぞーお</rt></ruby>の<ruby>痕跡<rt>こんせき</rt></ruby>を<ruby>安売り<rt>やすうり</rt></ruby>する。
VOICEACTRESS100_201.wav,疑惑を持たない信念は、死んだ信念である。,<ruby>疑惑<rt>ぎわく</rt></ruby>を<ruby>持た<rt>もた</rt></ruby>ない<ruby>信念<rt>しんねん</rt></ruby>は、<ruby>死ん<rt>しん</rt></ruby>だ<ruby>信念<rt>しんねん</rt></ruby>である。
VOICEACTRESS100_202.wav,メッセージがなぜか文字化けしていたので、修復して読みました。,メッセージがなぜか<ruby>文字<rt>もじ</rt></ruby><ruby>化け<rt>ばけ</rt></ruby>していたので、<ruby>修復<rt>しゅーふく</rt></ruby>して<ruby>読み<rt>よみ</rt></ruby>ました。
VOICEACTRESS100_203.wav,緊急の場合は、１１９番に電話しなさい。,<ruby>緊急<rt>きんきゅー</rt></ruby>の<ruby>場合<rt>ばあい</rt></ruby>は、１１９<ruby>番<rt>ばん</rt></ruby>に<ruby>電話<rt>でんわ</rt></ruby>しなさい。
VOICEACTRESS100_204.wav,年上の男の子達が、彼に、いつも悪戯ばかりしている。,<ruby>年上<rt>としうえ</rt></ruby>の<ruby>男の子<rt>おとこのこ</rt></ruby><ruby>達<rt>たち</rt></ruby>が、<ruby>彼<rt>かれ</rt></ruby>に、いつも<ruby>悪戯<rt>いたずら</rt></ruby>ばかりしている。
VOICEACTRESS100_205.wav,見て、その若い女性は、老人に追いかけられる。,<ruby>見<rt>み</rt></ruby>て、その<ruby>若い<rt>わかい</rt></ruby><ruby>女性<rt>じょせー</rt></ruby>は、<ruby>老人<rt>ろーじん</rt></ruby>に<ruby>追いかけ<rt>おいかけ</rt></ruby>られる。
VOICEACTRESS100_206.wav,歩いて行くの、それとも、バスで行くの。,<ruby>歩い<rt>あるい</rt></ruby>て<ruby>行く<rt>いく</rt></ruby>の、それとも、バスで<ruby>行く<rt>いく</rt></ruby>の。
VOICEACTRESS100_207.wav,歩きましょうか、それとも、バスで行きますか。,<ruby>歩き<rt>あるき</rt></ruby>ましょうか、それとも、バスで<ruby>行き<rt>いき</rt></ruby>ますか。
VOICEACTRESS100_208.wav,肌の色のいかんを問わず、彼は、万人の言論の自由を擁護した。,<ruby>肌<rt>はだ</rt></ruby>の<ruby>色<rt>いろ</rt></ruby>のいかんを<ruby>問わ<rt>とわ</rt></ruby>ず、<ruby>彼<rt>かれ</rt></ruby>は、<ruby>万<rt>まん</rt></ruby><ruby>人<rt>にん</rt></ruby>の<ruby>言論<rt>げんろん</rt></ruby>の<ruby>自由<rt>じゆー</rt></ruby>を<ruby>擁護<rt>よーご</rt></ruby>した。
VOICEACTRESS100_209.wav,ザンビアは、アフリカの国だから、あなた方は気候がとても暑いのではないかと、思うかも知れませんね。,ザンビアは、アフリカの<ruby>国<rt>くに</rt></ruby>だから、あなた<ruby>方<rt>かた</rt></ruby>は<ruby>気候<rt>きこー</rt></ruby>がとても<ruby>暑い<rt>あつい</rt></ruby>のではないかと、<ruby>思う<rt>おもう</rt></ruby>かも<ruby>知れ<rt>しれ</rt></ruby>ませんね。
VOICEACTRESS100_210.wav,ザーッと、滝のように雨が降ってきた。,ザーッと、<ruby>滝<rt>たき</rt></ruby>のように<ruby>雨<rt>あめ</rt></ruby>が<ruby>降っ<rt>ふっ</rt></ruby>てきた。
VOICEACTRESS100_211.wav,ザ・ベストテンにランクインした曲を、全て紹介します。,ザ・ベストテンにランクインした<ruby>曲<rt>きょく</rt></ruby>を、<ruby>全て<rt>すべて</rt></ruby><ruby>紹介<rt>しょーかい</rt></ruby>します。
VOICEACTRESS100_212.wav,木陰に、おばあさんがいるのが見える。,<ruby>木陰<rt>こかげ</rt></ruby>に、おばあさんがいるのが<ruby>見える<rt>みえる</rt></ruby>。
VOICEACTRESS100_213.wav,テキストデータの、誤字脱字を修正。,テキストデータの、<ruby>誤字<rt>ごじ</rt></ruby><ruby>脱字<rt>だつじ</rt></ruby>を<ruby>修正<rt>しゅーせー</rt></ruby>。
VOICEACTRESS100_214.wav,銃器メーカーは、小火器による、暴力事件に対する責任を、逃れてきた。,<ruby>銃器<rt>じゅーき</rt></ruby>メーカーは、<ruby>小<rt>しょー</rt></ruby><ruby>火器<rt>かき</rt></ruby>による、<ruby>暴力<rt>ぼーりょく</rt></ruby><ruby>事件<rt>じけん</rt></ruby>に<ruby>対する<rt>たいする</rt></ruby><ruby>責任<rt>せきにん</rt></ruby>を、<ruby>逃れ<rt>のがれ</rt></ruby>てきた。
VOICEACTRESS100_215.wav,清廉潔白できこえた彼が、汚職なんかに手を染めるわけない。,<ruby>清廉<rt>せーれん</rt></ruby><ruby>潔白<rt>けっぱく</rt></ruby>できこえた<ruby>彼<rt>かれ</rt></ruby>が、<ruby>汚職<rt>おしょく</rt></ruby>なんかに<ruby>手<rt>て</rt></ruby>を<ruby>染める<rt>そめる</rt></ruby>わけない。
VOICEACTRESS100_216.wav,肌がヒリつくどころか、使う前より肌が安定してるんです。,<ruby>肌<rt>はだ</rt></ruby>がヒリつくどころか、<ruby>使う<rt>つかう</rt></ruby><ruby>前<rt>まえ</rt></ruby>より<ruby>肌<rt>はだ</rt></ruby>が<ruby>安定<rt>あんてー</rt></ruby>してるんです。
VOICEACTRESS100_217.wav,現代の社会問題は、ますます複雑化する傾向がある。,<ruby>現代<rt>げんだい</rt></ruby>の<ruby>社会<rt>しゃかい</rt></ruby><ruby>問題<rt>もんだい</rt></ruby>は、ますます<ruby>複雑<rt>ふくざつ</rt></ruby><ruby>化<rt>か</rt></ruby>する<ruby>傾向<rt>けーこー</rt></ruby>がある。
VOICEACTRESS100_218.wav,６月７日は何時が集合がいいですか。,６<ruby>月<rt>がつ</rt></ruby>７<ruby>日<rt>か</rt></ruby>は<ruby>何時<rt>いつ</rt></ruby>が<ruby>集合<rt>しゅーごー</rt></ruby>がいいですか。
VOICEACTRESS100_219.wav,何週間もよい天気だったあとで、雨がふった。,<ruby>何<rt>なん</rt></ruby><ruby>週間<rt>しゅーかん</rt></ruby>もよい<ruby>天気<rt>てんき</rt></ruby>だったあとで、<ruby>雨<rt>あめ</rt></ruby>がふった。
VOICEACTRESS100_220.wav,毎朝必ず、天気予報をみてから外出します。,<ruby>毎朝<rt>まいあさ</rt></ruby><ruby>必ず<rt>かならず</rt></ruby>、<ruby>天気<rt>てんき</rt></ruby><ruby>予報<rt>よほー</rt></ruby>をみてから<ruby>外出<rt>がいしゅつ</rt></ruby>します。
VOICEACTRESS100_221.wav,杉本夫人は、いつもこぎれいな着物を着ている。,<ruby>杉本<rt>すぎもと</rt></ruby><ruby>夫人<rt>ふじん</rt></ruby>は、いつもこぎれいな<ruby>着物<rt>きもの</rt></ruby>を<ruby>着<rt>き</rt></ruby>ている。
VOICEACTRESS100_222.wav,９月に復学することを、彼は切望した。,９<ruby>月<rt>がつ</rt></ruby>に<ruby>復学<rt>ふくがく</rt></ruby>することを、<ruby>彼<rt>かれ</rt></ruby>は<ruby>切望<rt>せつぼー</rt></ruby>した。
VOICEACTRESS100_223.wav,砂利をセメントで固める必要がある。,<ruby>砂利<rt>じゃり</rt></ruby>をセメントで<ruby>固める<rt>かためる</rt></ruby><ruby>必要<rt>ひつよー</rt></ruby>がある。
VOICEACTRESS100_224.wav,フクロウはとても賢いと考えられている。,フクロウはとても<ruby>賢い<rt>かしこい</rt></ruby>と<ruby>考え<rt>かんがえ</rt></ruby>られている。
VOICEACTRESS100_225.wav,面前で人を誉めるような人を信用するな。,<ruby>面前<rt>めんぜん</rt></ruby>で<ruby>人<rt>ひと</rt></ruby>を<ruby>誉める<rt>ほめる</rt></ruby>ような<ruby>人<rt>ひと</rt></ruby>を<ruby>信用<rt>しんよー</rt></ruby>するな。
